title,price(tk),special_price(tk),emi,reviews,product_id,ram,storage,generation,graphics_memory,processor_type,display_size(inch)
Asus VivoBook S15 S513EA Intel Core i3 1115G4 15.6 Inch FHD OLED Display Hearty Gold Laptop #L13075W-S513EA,"74,870","71,000","Monthly EMI Tk 6,239", 1 reviews ,33.01.006.1568,8GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
HP 15s-eq3234AU AMD Ryzen 5 5625U 15.6 Inch FHD IPS Display Spruce Blue Laptop #681P5PA-2Y,"74,870","70,000","Monthly EMI Tk 6,239", 2 reviews ,33.01.020.1471,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,15.6
Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD Display Slate Grey Laptop #EJ2460W-X515EA,"75,950","70,500","Monthly EMI Tk 6,329", 11 reviews ,33.01.006.1661,4GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
HP ProBook 445 G8 AMD Ryzen 3 5400U 14 Inch FHD Display Silver Laptop #46W06AV-3Y,"75,410","70,000","Monthly EMI Tk 6,284", 1 reviews ,33.01.020.1436,8GB,512GB SSD,Not Applicable,Shared,Ryzen 3,14
Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD Display Peacock Blue Laptop #EJ2459W-X515EA,"75,950","70,500","Monthly EMI Tk 6,329", 12 reviews ,33.01.006.1660,4GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
Asus VivoBook 15 K513EA Intel Core i3 1115G4 15.6 Inch FHD OLED Display Hearty Gold Laptop #L13489W-K513EA,"74,870","70,000","Monthly EMI Tk 6,239",,33.01.006.1630,4GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD WV Display Slate Grey Laptop #BQ2312W-X515EA,"74,320","69,000","Monthly EMI Tk 6,193", 1 reviews ,33.01.006.1522,4GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
Asus VivoBook 14 X1402ZA Intel Core i3 1220P 14 Inch FHD Display Quiet Blue Laptop #X1402ZA-EB159W,"73,780","69,990","Monthly EMI Tk 6,148", 11 reviews ,33.01.006.1646,4GB,512GB SSD,12th (Intel),Shared,Core i3,14
Asus VivoBook 15 X1502ZA Intel Core i3 1220P15.6 Inch FHD LED Display Icelight Silver Laptop #X1502ZA-BQ326W,"73,780","69,990","Monthly EMI Tk 6,148", 12 reviews ,33.01.006.1650,4GB,512GB SSD,12th (Intel),Shared,Core i3,15.6
Asus VivoBook 15 X1502ZA Intel Core i3 1220P 15.6 Inch FHD LED Display Quiet Blue Laptop #X1502ZA-BQ324W,"73,780","69,990","Monthly EMI Tk 6,148", 12 reviews ,33.01.006.1649,4GB,512GB SSD,12th (Intel),Shared,Ryzen 3,15.6
Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD WV Display Peacock Blue Laptop #BQ2313W-X515EA,"74,320","69,000","Monthly EMI Tk 6,193", 1 reviews ,33.01.006.1563,4GB,1TB,11th (Intel),Shared,Core i5,15.6
HP 15s-eq2690AU AMD Ryzen 5 5500U 15.6 Inch FHD AntiGlare Display Silver Laptop #577Z4PA-2Y,"73,240","68,000","Monthly EMI Tk 6,103", 1 reviews ,33.01.020.1405,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,15.6
Asus VivoBook S15 S513EA Intel Core i3 1115G4 4GB DDR4 15.6 Inch FHD OLED Display Indie Black Laptop #L13199W-S513EA,"72,700","68,500","Monthly EMI Tk 6,058",,33.01.006.1629,4GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Asus X515JA 10th Gen Intel Core i5 1035G1 15.6 Inch FHD Display Slate Grey Laptop #EJ2771W-X515JA,"73,240","68,000","Monthly EMI Tk 6,103", 1 reviews ,33.01.006.1508,8GB,512GB SSD,10th (Intel),Shared,Core i5,15.6
Acer Aspire 5 A515-56 Intel Core i5 1135G7 15.6 Inch FHD Display Pure Silver Laptop #NX.A1GSI.00E,"71,610","66,500","Monthly EMI Tk 5,968", 1 reviews ,33.01.002.956,8GB,512GB SSD,11th (Intel),Shared,Core i5,15.6
HP ProBook 440 G8 Intel Core i3 1115G4 14 Inch FHD Display Silver Laptop #464N0AV-3Y,"73,240","68,000","Monthly EMI Tk 6,103", 1 reviews ,33.01.020.1438,8GB,512GB SSD,11th (Intel),Shared,Core i3,14
Acer Aspire 5 A514-54-54A8 Intel Core i5 1135G714 Inch FHD Display Pure Silver Laptop #NX.A28SI.009,"71,070","66,000","Monthly EMI Tk 5,923", 1 reviews ,33.01.002.952,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Dell Inspiron 15 3525 AMD Ryzen 5 5625U 15.6 Inch FHD Display Carbon Black Laptop #WARMLKN315AMD2301229SPP-2Y,"73,780","68,000","Monthly EMI Tk 6,148", 3 reviews ,33.01.013.1632,8GB,512GB SSD,Not Applicable,Shared,Ryzen 5,15.6
Acer TravelMate P214-53-59FP Intel Core i5 1135G7 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.00Y,"73,240","67,900","Monthly EMI Tk 6,103",,33.01.002.964,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Acer Extensa 15 EX215-54-596B Intel Core i5 1135G7 15.6 Inch FHD Display Charcoal Black Laptop #NX.EGJSI.002,"65,100","61,500","Monthly EMI Tk 5,425", 3 reviews ,33.01.002.941,8GB,1TB HDD,11th (Intel),Shared,Core i5,15.6
Acer TravelMate P214-53-544R Intel Core i5 1135G7 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.010,"71,070","65,900","Monthly EMI Tk 5,923",,33.01.002.965,8GB,1TB HDD,11th (Intel),Shared,Core i5,14
HP 15s-fq5486TU Intel Core i3 1215U 15.6 Inch FHD Display Black Laptop #681P8PA-2Y,"66,730","62,000","Monthly EMI Tk 5,561", 1 reviews ,33.01.020.1464,4GB,256GB SSD,12th (Intel),Shared,Core i3,15.6
HP 250 G8 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display Ash Silver Laptop #5C121PA-3Y,"66,730","62,000","Monthly EMI Tk 5,561",,33.01.020.1486,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Huawei MateBook D 15 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display Silver Laptop,"65,100", ,"Monthly EMI Tk 5,425",,33.03.487.06,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
HP 15s-du3811TU Intel Core i3 1125G4 15.6 Inch FHD Display Silver Laptop #6G6F8PA-2Y,"65,100","60,500","Monthly EMI Tk 5,425",,33.01.020.1478,8GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Asus X515EA Intel Core i3 1115G4 15.6 Inch FHD WV Display Peacock Blue Laptop #BQ2224W-X515EA,"65,100","61,000","Monthly EMI Tk 5,425", 1 reviews ,33.01.006.1562,8GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Huawei MateBook B3-520 Intel Core i3 1115G4 15.6 Inch FHD Display Space Gray Laptop #BDZ-WDI9A,"65,100", ,"Monthly EMI Tk 5,425",,33.03.487.08,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
HP 15s-eq2171AU AMD Ryzen 3 5300U 15.6 Inch FHD Display Spruce Blue Laptop #681P6PA-2Y,"65,100","61,000","Monthly EMI Tk 5,425", 1 reviews ,33.01.020.1477,8GB,512GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Asus X515JA Intel Core i5 1035G1 4GB DDR4 15.6 Inch FHD Display Slate Grey Laptop #BQ3552W-X515JA,"64,020","60,000","Monthly EMI Tk 5,335",,33.01.006.1631,4GB,1TB HDD,10th (Intel),Shared,Core i5,15.6
Asus X515EA Intel Core i3 1115G4 15.6 Inch FHD WV Display Slate Grey Laptop #BQ2225W-X515EA,"64,020","59,500","Monthly EMI Tk 5,335", 1 reviews ,33.01.006.1523,8GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Realme Book i5 Intel Core i5 1135G7 14 Inch 2K IPS Display Blue Laptop,"79,210","74,000","Monthly EMI Tk 6,601", 1 reviews ,33.01.848.02,8GB,512GB SSD,11th (Intel),Shared,Core i5,14
Asus ExpertBook B1 15 B1500CEAE Intel Core i3 1115G4 15.6 Inch FHD Display Star Black Laptop #BQ2640,"62,930","59,000","Monthly EMI Tk 5,244", 2 reviews ,33.01.006.1463,4GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
HP 240 G8 Intel Core i3 1115G4 14 Inch FHD Display Black Laptop #4Z555PA-3Y,"63,470","59,000","Monthly EMI Tk 5,289", 1 reviews ,33.01.020.1408,8GB,1TB HDD,11th (Intel),Shared,Core i3,14
HP 15s-du3560TU Intel Core i3 1125G4 15.6 Inch FHD AntiGlare Display Silver Laptop #577Y2PA-2Y,"64,560","59,800","Monthly EMI Tk 5,380", 2 reviews ,33.01.020.1395,8GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3525 AMD Ryzen 3 5425U 15.6 Inch FHD Display Carbon Black Laptop #WARMLKN315AMD2301260SPP-2Y,"62,390","58,000","Monthly EMI Tk 5,199",,33.01.013.1634,8GB,256GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Asus X515EA Intel Core i3 1115G4 15.6 Inch FHD LED Display Peacock Blue Laptop #BQ2219W-X515EA,"61,850","58,000","Monthly EMI Tk 5,154", 1 reviews ,33.01.006.1561,4GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Acer Extensa 15 EX215-52-56FJ 10th Gen Intel Core i5 1035G1 15.6 Inch FHD Display Black Laptop,"61,300","57,000","Monthly EMI Tk 5,108", 2 reviews ,33.01.002.875,8GB,1TB HDD,10th (Intel),Shared,Core i5,15.6
MSI Modern 14 B11MOU Intel Core i3 1115G4 14 Inch FHD IPS Display Carbon Gray Laptop #9S7-14D334-1056,"64,020","62,000","Monthly EMI Tk 5,335", 1 reviews ,33.01.033.1206,8GB,512GB SSD,11th (Intel),Shared,Core i3,14
HP 15s-fq2597TU Intel Core i3 1125G4 15.6 Inch FHD Display Silver Laptop #497Z9PA-2Y,"62,930","58,500","Monthly EMI Tk 5,244", 1 reviews ,33.01.020.1441,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Acer TravelMate P214-53-30NZ Intel Core i3 1115G4 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.014,"61,300","56,900","Monthly EMI Tk 5,108",,33.01.002.963,4GB,1TB HDD+256GB SSD,11th (Intel),Shared,Core i3,14
HP 250 G8 Intel Core i3 1115G4 15.6 Inch FHD Display Black Laptop #4U9F9PA-3Y,"62,930","58,500","Monthly EMI Tk 5,244", 1 reviews ,33.01.020.1433,8GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Asus D515DA AMD Ryzen 3 3250U 15.6 Inch FHD Display Win 11 Slate Grey Laptop #EJ1325W-D515DA,"59,130","55,500","Monthly EMI Tk 4,928", 1 reviews ,33.01.006.1506,4GB,512GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Asus X415EA 11th Gen Intel Core i3 4GB DDR4 14 Inch Display Slate Grey Laptop #EK615W-X415EA,"59,680","56,000","Monthly EMI Tk 4,973",,33.01.006.1625,4GB,256GB SSD,11th (Intel),Shared,Core i3,14
Lenovo IdeaPad Slim 3i 14ITL Intel Core i3 1115G4 14 Inch FHD Display Arctic Grey Laptop #82H7013EIN-3Y,"61,850","58,000","Monthly EMI Tk 5,154", 1 reviews ,33.01.200.986,8GB,256GB SSD,11th (Intel),Shared,Core i3,14
Dell Inspiron 15 3511 11th Gen Intel Core i3  15.6 Inch  Carbon Black Laptop #WARLOCKN315TGL2205401,"60,220","55,900","Monthly EMI Tk 5,018",,33.01.013.1622,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Dell Latitude 15-3520 Intel Core i3 1115G4 15.6 Inch HD Display Black Laptop,"59,020","54,800","Monthly EMI Tk 4,918", 1 reviews ,33.01.013.1581,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Lenovo V14 11th Gen Intel Core i3 1115G4 14 Inch FHD (1920x1080) TN Display Free Dos Black Laptop #82KA00E6IN-3Y,"59,680","55,400","Monthly EMI Tk 4,973", 1 reviews ,33.01.200.1006,8GB,1TB HDD+256GB SSD,11th (Intel),Shared,Core i3,14
Dynabook (Toshiba) Satellite Pro C40-G-13E Intel Core i5 10210U 14 Inch HD Display Dark Blue Laptop #A1PYS26E-2Y,"59,130","55,000","Monthly EMI Tk 4,928", 1 reviews ,33.01.853.155,8GB,256GB SSD,10th (Intel),Shared,Core i5,14
HP 15s-du3611TU Intel Core i3 1125G4 15.6 Inch FHD Display Jet Black Laptop #5B354PA-2Y,"58,590","54,500","Monthly EMI Tk 4,883", 2 reviews ,33.01.020.1396,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Lenovo IdeaPad Slim 3i 15ITL Intel Core i3 1115G4 15.6 Inch FHD Display Arctic Grey Laptop #82H801WHIN,"57,510","53,500","Monthly EMI Tk 4,793", 1 reviews ,33.01.200.954,4GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Lenovo IdeaPad Slim 3i 15ITL 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display Arctic Grey Laptop #82H801WHIN-3Y,"57,510","53,500","Monthly EMI Tk 4,793",,33.01.200.1036,4GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Asus D415DA AMD Ryzen 3 3250U 14 Inch HD Display Slate Grey Laptop #BV981W-D415DA,"55,340","53,000","Monthly EMI Tk 4,612", 1 reviews ,33.01.006.1600,4GB,1TB HDD,Not Applicable,Shared,Ryzen 3,14
Asus M515DA AMD Ryzen 3 3250U 15.6 Inch HD LED Display Slate Grey Laptop #BR1597W-M515DA,"56,420","53,000","Monthly EMI Tk 4,702",,33.01.006.1620,4GB,1TB HDD,Not Applicable,Shared,Ryzen 3,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 15.6 Inch FHD Display Carbon Black Laptop #WARLOCKN315TGL2205401-2Y,"55,880","52,000","Monthly EMI Tk 4,657",,33.01.013.1528,4GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Asus X515EA Intel Core i3 1115G4 15.6 Inch FHD WV Display Peacock Blue Laptop #BQ2315W-X515EA,"55,880","52,000","Monthly EMI Tk 4,657", 1 reviews ,33.01.006.1521,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 4GB RAM 15.6 Inch FHD Display Mist Blue Speckle Laptop #WARLOCKN315TGL2205401-2Y,"55,880","52,000","Monthly EMI Tk 4,657", 1 reviews ,33.01.013.1530,4GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Asus X515EA Intel Core i3 1115G4 15.6 Inch FHD Display Peacock Blue Laptop #EJ2455W-X515EA,"55,880","52,000","Monthly EMI Tk 4,657", 18 reviews ,33.01.006.1659,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Asus X515EA 11th Gen Intel Core i3 4GB DDR4 15.6 Inch Display Slate Grey Laptop #EJ2454W-X515EA,"55,880","52,000","Monthly EMI Tk 4,657",,33.01.006.1626,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Acer Extensa 15 EX215-54-34SE Intel Core i3 1115G4 15.6 Inch FHD Charcoal Black Laptop #NX.EGJSI.00B,"54,790","52,000","Monthly EMI Tk 4,566", 1 reviews ,33.01.002.958,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Asus ExpertBook P2451FA Intel Core i3 10110U 14 Inch FHD LED Display Star Black Laptop #EK3345-P2451FA,"55,340","52,000","Monthly EMI Tk 4,612", 1 reviews ,33.01.006.1615,4GB,1TB HDD,10th (Intel),Shared,Core i3,14
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U 15.6 Inch FHD Display, Win 11, Cloud Grey Laptop","55,880","51,500","Monthly EMI Tk 4,657", 1 reviews ,33.01.200.1009,8GB,512GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Acer Aspire 3 A315-58 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display Pure Silver Laptop #UN.ADDSI.094,"54,790","50,900","Monthly EMI Tk 4,566", 13 reviews ,33.01.002.979,8GB,512GB SSD,11th (Intel),Shared,Core i3,15.6
Acer Extensa 15 EX215-54-37AH Intel Core i3 1115G4 15.6 Inch FHD Display Charcoal Black Laptop #NX.EGJSI.001,"53,170","50,500","Monthly EMI Tk 4,431", 2 reviews ,33.01.002.940,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 15.6 Inch FHD Display Platinum Silver Laptop Laptop #WARLOCKN315TGL2205106B / WARLOCKN315TGL2205401-2Y,"54,250","50,500","Monthly EMI Tk 4,521", 1 reviews ,33.01.013.1526,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Asus X515JA Intel Core i3 15.6 Inch Grey Laptop #BQ3550W-X515JA,"50,450","47,000","Monthly EMI Tk 4,204",,33.01.006.1623,4GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Asus E510MA Intel CDC N4020 15.6 Inch FHD Display Star Black Laptop #EJ601W-E510MA,"49,910","47,000","Monthly EMI Tk 4,159", 1 reviews ,33.01.006.1515,4GB,512GB SSD,Not Applicable,Shared,Intel Celeron,15.6
Asus X515JA 10th Gen Intel Core i3 1005G1 15.6 Inch FHD WV Display Slate Grey Laptop #BQ3551W-X515JA,"52,080","49,000","Monthly EMI Tk 4,340",,33.01.006.1622,8GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Lenovo IdeaPad Slim 3i 15IIL Intel Core i3 1005G1 15.6 Inch FHD Display Platinum Grey Laptop #81WE01PRIN-3Y,"50,450","46,900","Monthly EMI Tk 4,204", 1 reviews ,33.01.200.1012,4GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Acer Aspire 3 A315-58 11th Gen Intel Core i3 1115G4 15.6 Inch FHD Display Pure Silver Laptop #UN.ADDSI.066,"54,250","50,500","Monthly EMI Tk 4,521", 13 reviews ,33.01.002.978,8GB,256GB SSD,11th (Intel),Shared,Core i3,15.6
Dell Inspiron 15 3511 Intel Core i3 1115G4 15.6 Inch FHD Display Carbon Black Laptop #WARLOCKN315TGL2205106B-2Y,"53,170","49,000","Monthly EMI Tk 4,431", 1 reviews ,33.01.013.1525,4GB,1TB HDD,11th (Intel),Shared,Core i3,15.6
Asus R565FA Intel Core i3 10110U 15.6 Inch HD Display Slate Grey Laptop #BR221W-R565FA,"50,780","47,000","Monthly EMI Tk 4,232", 1 reviews ,33.01.006.1558,4GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Asus VivoBook 14 E410MA Intel CDC N4020 14 Inch HD Display Peacock Blue Laptop #BV2132W/BV1489W/BV2228W-E410MA,"48,830","46,500","Monthly EMI Tk 4,069", 1 reviews ,33.01.006.1554,4GB,256GB SSD,Not Applicable,Shared,Intel Celeron,14
Acer Aspire 3 A315-23 AMD Ryzen 3 3250U 15.6 Inch FHD Display Charcoal Black Laptop #UN.HVTSI.013,"49,370","45,900","Monthly EMI Tk 4,114", 13 reviews ,33.01.002.977,8GB,256GB SSD,Not Applicable,Shared,Ryzen 3,15.6
Asus X415FA 10th Gen Intel Core i3 10110U 14 Inch FHD Display Slate Grey Laptop #EK127W-X415FA,"49,910","46,500","Monthly EMI Tk 4,159",,33.01.006.1621,4GB,256GB SSD,10th (Intel),Shared,Core i3,14
Dynabook (Toshiba) Satellite Pro C40-G-11I Intel Core i3 10110U 14 Inch HD Display Dark Blue Laptop #A1PYS27E,"49,370","45,900","Monthly EMI Tk 4,114", 1 reviews ,33.01.853.154,8GB,256GB SSD,10th (Intel),Shared,Core i3,14
Asus X515FA 10th Gen Intel Core i3 10110U 15.6 Inch FHD Display Transparent Silver Laptop #EJ222W-X515FA,"49,910","46,500","Monthly EMI Tk 4,159", 1 reviews ,33.01.006.1500,4GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Asus X515FA Intel Core i3 10110U 15.6 Inch FHD Display Slate Grey Laptop #EJ223W-X515FA,"49,910","46,500","Monthly EMI Tk 4,159", 1 reviews ,33.01.006.1499,4GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Asus X515KA Intel CDC N4500 4GB DDR4 15.6 Inch Display FHD Transparent Silver Laptop #EJ150W-X515KA,"46,110","43,800","Monthly EMI Tk 3,843",,33.01.006.1619,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Asus X515MA Intel CDC N4020 15.6 Inch FHD Display Slate Grey Laptop #BQ636T-X515MA,"45,570","43,500","Monthly EMI Tk 3,798", 1 reviews ,33.01.006.1434,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Acer One 14 Z2-493 AMD Ryzen 3 3250U 14 Inch HD Display Silver Laptop,"46,110","43,000","Monthly EMI Tk 3,843", 1 reviews ,33.01.002.968,4GB,1TB HDD,Not Applicable,Shared,Ryzen 3,14
Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,"46,110","43,000","Monthly EMI Tk 3,843", 5 reviews ,33.01.002.874,4GB,1TB HDD,10th (Intel),Shared,Core i3,15.6
Asus X415KA Intel CDC N4500 14 Inch Slate Grey Laptop #EK091W-X415KA,"46,110","43,800","Monthly EMI Tk 3,843",,33.01.006.1617,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,14
Asus X515KA Intel CDC N4500 15.6 Inch HD Display Slate Grey Laptop #BR104W-X515KA,"43,400","42,500","Monthly EMI Tk 3,617", 1 reviews ,33.01.006.1518,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Asus X515KA Intel CDC N4500 15.6 Inch FHD Display Slate Grey Laptop #EJ149W-X515KA,"45,570","42,500","Monthly EMI Tk 3,798",,33.01.006.1618,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Asus X515MA Intel CDC N4020 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop #BQ676W-X515MA,"45,570","42,500","Monthly EMI Tk 3,798", 1 reviews ,33.01.006.1486,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Asus X515MA Intel CDC N4020 15.6 Inch FHD WV Display Transparent Silver Laptop #BQ675W-X515MA,"45,570","42,500","Monthly EMI Tk 3,798", 1 reviews ,33.01.006.1487,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Asus 15 P1511CMA Intel CDC N4020 15.6 Inch HD Display Slate Grey Laptop #BR693W-P1511CMA,"43,940","41,500","Monthly EMI Tk 3,662", 1 reviews ,33.01.006.1599,4GB,1TB HDD,Not Applicable,Shared,Intel Celeron,15.6
Lenovo IdeaPad D330 10IGL Intel CDC N4020 10.1 Inch HD IPS Touch Display Mineral Grey Laptop #82H0001VIN-1Y,"38,520","36,000","Monthly EMI Tk 3,210", 2 reviews ,33.01.200.965,4GB,128GB eMMC,Not Applicable,Shared,Intel Celeron,10.1
Asus VivoBook Pro 16X M7600QE AMD Ryzen 7 5800H 16 Inch 4K WQUXGA OLED Display 0 Degree Black Laptop #L2061T-M7600QE,"190,960","178,000","Monthly EMI Tk 15,913", 1 reviews ,33.01.006.1462,16GB,512GB SSD,Not Applicable,4GB,Ryzen 7,16
Asus X415FA Intel Core i3 10110U 14 Inch FHD Display Slate Grey Laptop #EK120W-X415FA,"50,450","47,000","Monthly EMI Tk 4,204", 1 reviews ,33.01.006.1503,4GB,1TB HDD,10th (Intel),Shared,Core i3,14
